operator,speedup,cpu_avg_dur,gpu_avg_dur,cpu_tol_dur,gpu_tol_dur
zero_,5.447499648329083,150.62865177794288,27.650970445522717,347349.6709999363,62684.75
_log_softmax,5.52444027655989,334.2020769228514,60.49519230769231,4344.626999997068,786.4375
max_pool2d_with_indices_backward,5.761002104255397,34722.50138461432,6027.163461538462,451392.5179999861,78353.125
MaxPool2DWithIndicesBackward,5.7627214985218576,34752.4244615379,6030.557692307692,451781.5179999927,78397.25
NllLossBackward,6.372007661170277,143.95223076845735,22.591346153846153,1871.3789999899457,293.6875
ReluBackward1,6.90335520410864,4178.779313971681,605.3258437990581,2661882.422999961,385592.56250000006
threshold_backward,6.926236624666798,4167.105841444278,601.6406985871272,2654446.4210000047,383245.125
fill_,7.644329090291342,109.26434072198758,14.293516073341012,345056.7880000368,44209.84521484375
nll_loss_backward,7.836472514698729,128.84969230898872,16.442307692307693,1675.0460000168534,213.75
zeros_like,8.178504654660252,562.8520143677376,68.82089552238806,195872.5009999727,23055.0
batch_norm,8.260842416469332,7061.457120464374,854.8107764876632,4865343.955999954,588964.625
_batch_norm_impl_index,8.28675343908717,7054.861089985511,851.3419811320755,4860799.291000017,586574.625
addmm,9.490195931977526,2052.4830000000434,216.27403846153845,26682.279000000563,2811.5625
AddmmBackward,9.891258417142653,3045.1760769237835,307.86538461538464,39587.28900000919,4002.2500000000005
mm,11.657508225003266,1493.9825384605747,128.15625,38843.545999974944,3332.0625
conv2d,11.670841030105624,27205.30000870834,2331.0488026124817,1.8744451706000045E7,1606092.625
convolution,11.68688995393148,27200.107857765004,2327.403437953556,1.874087431400009E7,1603580.96875
_convolution,11.70232023824154,27193.97787953537,2323.810776487663,1.873665075899987E7,1601105.625
MeanBackward1,19.483441035817336,3349.559461537462,171.91826923076923,43544.272999987006,2234.9375
max_pool2d,23.214479281326053,36948.29915384671,1591.6057692307693,480327.88900000724,20690.875
max_pool2d_with_indices,23.25630401327031,36936.60123076875,1588.2403846153845,480175.8159999937,20647.125
add,142.77577109239598,1758.1598060199426,12.314132801161103,1577069.3459998886,8484.4375
LogSoftmaxBackward,185.60192220491382,8029.067769229878,43.25961538461539,104377.88099998841,562.375
_log_softmax_backward_data,208.95667334672675,8020.72153846282,38.38461538461539,104269.38000001665,499.0
