operator, speedup, cpu_tol_time, gpu_tol_time, cpu_avg_time, gpu_avg_time
detach_, 0.08691773675746717, 584.2229999738629, 6721.5625, 0.9171475666779637, 10.551903453689167
is_nonzero, 0.13538774629096145, 3078.420000030088, 22737.8037109375, 3.786494464981658, 27.967778242235546
to, 0.1489440541437325, 38958.00599996177, 261561.33740234375, 15.721552058095954, 105.55340492427109
is_complex, 0.17390696809685557, 1421.948000081805, 8176.486633300781, 0.40270404986740443, 2.3156291796377175
item, 0.1896107269339401, 140.0260000016894, 738.4919738769531, 10.001857142977814, 52.74942670549665
slice, 0.22352591485395354, 6694.855999979026, 29951.14013671875, 4.117377613763239, 18.420135385435884
any, 0.2244296172962291, 10470.422000045244, 46653.47705078125, 12.878747847534125, 57.384350615967094
empty, 0.2287549971689746, 5932.265999954605, 25932.83676147461, 2.418371789626826, 10.571886164482107
eq, 0.27613390495819706, 20926.35899999939, 75783.3740234375, 25.739678966788915, 93.21448219365006
set_, 0.2767601266601243, 4570.256999990628, 16513.4228515625, 5.6214723247117195, 20.311713224554122
permute, 0.2860056194058153, 5563.624999993377, 19452.85205078125, 6.843327183263686, 23.92724729493389
size, 0.34142411348297663, 30.088000000687316, 88.125, 0.771487179504803, 2.2596153846153846
unsqueeze, 0.34470376482713333, 21207.23799994043, 61523.08203125, 6.521290897890661, 18.918536909978474
view, 0.4268324195925969, 5106.448000021231, 11963.58984375, 6.280993849964613, 14.715362661439114
clone, 0.44277036232717026, 30343.473000014375, 68530.94873046875, 37.322845018467866, 84.29390987757535
stack, 0.45790567466689075, 86573.96500000037, 189065.0625, 6659.535769230798, 14543.466346153846
is_floating_point, 0.4871714072135891, 24.920999997364333, 51.15447998046875, 1.7800714283831667, 3.6538914271763394
torch::autograd::GraphRoot, 0.5133493975848409, 10.651999999885447, 20.75, 0.8193846153758036, 1.5961538461538463
zeros_like, 0.5238427755447518, 1547.628000000026, 2954.375, 14.881038461538711, 28.407451923076923
sub_, 0.5469689736369038, 16108.798999987408, 29451.02880859375, 19.814020910193612, 36.22512768584717
zero_, 0.6958088626552311, 11376.126999981701, 16349.5, 18.230972756380933, 26.201121794871796
contiguous, 0.7031556641363041, 109644.71999998036, 155932.35693359375, 134.86435424351828, 191.79871701549047
addcmul_, 0.759904330995259, 7998.658000014722, 10525.875, 11.832334319548405, 15.57082100591716
ViewBackward, 0.7828632677573182, 371.80099999858066, 4590.9375, 9.533358974322582, 12.177553050397877
addcdiv_, 0.8626620357366773, 11145.916999981273, 12920.375, 16.48804289938058, 19.11298076923077
sqrt, 0.9092605698877729, 17405.009000006132, 19141.9375, 25.74705473373688, 28.316475591715978
add_, 0.9469059701492837, 14591.821000000462, 15410.0, 10.79276701183466, 11.39792899408284
flatten, 0.9480843816283469, 306.17199999210425, 322.9375, 23.55169230708494, 24.841346153846153
div_, 1.0240400403176617, 29232.478999979605, 28546.2265625, 35.956308733062244, 35.11220979397294
CatBackward, 1.0299031764007531, 3866.5140000025276, 3754.25, 37.17801923079354, 36.09855769230769
nll_loss, 1.0599970963440606, 638.847000002861, 602.6875, 49.142076923297004, 46.36057692307692
div, 1.1316302344799363, 143167.70899998597, 126514.56689453125, 96.15024110140092, 84.96612954636082
random_, 1.2213175447310616, 33.766999999999996, 27.64801025390625, 33.766999999999996, 27.64801025390625
ones_like, 1.2395667870048206, 214.60000000020955, 173.125, 16.507692307708428, 13.317307692307692
relu_, 1.4449639985171496, 199768.0789999941, 138251.25, 591.0298195266097, 409.02736686390534
adaptive_avg_pool2d, 2.248961622219317, 11811.68699999724, 5252.0625, 908.5913076920954, 404.0048076923077
mul_, 2.262311089851846, 35470.21000001463, 15678.75, 26.235362426046326, 11.596708579881657
torch::autograd::AccumulateGrad, 2.5366627444374714, 21638.84300000232, 8530.4375, 32.010122781068524, 12.618990384615385
MaxPool2DWithIndicesBackward, 2.8512404238818236, 678081.4629999958, 237819.8125, 17386.70417948707, 6097.94391025641
LogSoftmaxBackward, 3.4077647058672103, 1549.6809999931138, 454.75, 119.20623076870106, 34.98076923076923
cat, 3.681734170939944, 382009.144000001, 103757.9375, 3673.164846153856, 997.6724759615385
ReluBackward1, 4.1046283941926935, 794109.8850000032, 193466.9375, 2349.437529585808, 572.3873890532544
conv2d, 4.29720496695197, 2945013.2830000287, 685332.2812500009, 8713.057050295944, 2027.6102995562158
log_softmax, 4.968054575394434, 3959.850000000326, 797.0625, 304.60384615387125, 61.3125

MkldnnConvolutionBackward / CudnnConvolutionBackward, 7.267820, 7237220.055999998, 995992.8125, 21411.89365680473, 2946.724297337278

NllLossBackward, 10.312120153674407, 1845.224999998114, 178.9375, 141.94038461523954, 13.764423076923077
max_pool2d, 11.494867401232932, 735871.2370000042, 64017.375, 18868.493256410362, 1641.4711538461538
MeanBackward1, 13.364144983186325, 71782.999000001, 5371.3125, 5521.76915384623, 413.17788461538464
dropout, 13.99236469200448, 104532.58399999922, 7470.6875, 8040.96799999994, 574.6682692307693

