operator, speedup, cpu_tol_time, gpu_tol_time, cpu_avg_time, gpu_avg_time
norm, 1.495966378664168, 242562.06600002153, 162144.0625, 80.05348712871998, 53.51289191419142
addcmul_, 1.8360367375544135, 225671.63600006467, 122912.375, 74.84963051411764, 40.76695688225539
ViewBackward, 2.088074188108417, 119569.84899988095, 57263.21875, 47.16759329383864, 22.589040927021696
DivBackward0, 2.298423629211298, 26010.11099996965, 11316.5, 144.50061666649805, 62.86944444444445
SoftmaxBackward, 2.3078046142528943, 81030.04899997532, 35111.3125, 450.16693888875176, 195.06284722222222
UnsafeViewBackward, 2.4999532678972343, 123460.73899988225, 49385.21875, 85.73662430547378, 34.29529079861111
addmm, 2.654573372403954, 8181.644000002649, 3082.09375, 272.72146666675496, 102.73645833333333
zeros_like, 2.7045552554352077, 44870.093000001274, 16590.5625, 111.61714676617233, 41.27005597014925
zero_, 2.9720807449511333, 275224.5219999426, 92603.3125, 97.80544491824541, 32.90807125088841
sqrt, 3.516522534603514, 473972.29199995054, 134784.375, 157.20474029849106, 44.70460199004975
tanh, 3.5580717745058608, 1790.822000005981, 503.3125, 119.38813333373206, 33.55416666666667
layer_norm, 3.639795547785506, 242124.95100001642, 66521.580078125, 645.6665360000437, 177.39088020833333
SliceBackward, 3.892310697595895, 9190.596999989008, 2361.21875, 612.7064666659338, 157.41458333333333
embedding, 3.9466228933155763, 28111.262999985993, 7122.865234375, 624.6947333330221, 158.2858940972222
add_, 4.079985023998945, 1125837.060000273, 275941.46875, 158.34557805911012, 38.81033315752461
addcdiv_, 4.382749845336859, 684080.140000077, 156084.6875, 226.892252072994, 51.769382255389715
mul_, 4.905030167581269, 1353737.1300000562, 275989.5625, 149.66690215589344, 30.512942233278054
SelectBackward, 5.061052424149798, 7705.1359999915585, 1522.4375, 513.6757333327706, 101.49583333333334
BmmBackward0, 5.471249480580285, 561479.2839999697, 102623.59375, 1559.6646777776937, 285.06553819444446
add, 5.811653510227185, 630634.1230000008, 48643.30859375, 483.24453869731866, 83.15095486111112
torch::autograd::AccumulateGrad, 5.96796481301376, 645948.8260002577, 108236.03125, 214.24505008300423, 35.8991811774461
div, 6.142829814758952, 151136.9370000231, 24603.796875, 839.6496500001284, 136.68776041666666
matmul, 6.629260000774681, 1.0354567628000032E7, 1561949.2412109375, 7190.671963888911, 1084.686973063151
softmax, 6.795301677031222, 136583.3339999648, 20099.671875, 758.7962999998043, 111.66484375
