operator,speedup,cpu_avg_dur,gpu_avg_dur,cpu_tol_dur,gpu_tol_dur
MeanBackward1,6.0851428722060215,1110.0412307697743,182.41826923076923,14430.536000007065,2371.4375
_batch_norm_impl_index,6.087899353086607,1955.4013333332332,321.1947537112011,1448952.3879999258,238005.3125
zero_,7.225722033695678,276.2435574299942,38.230581821690464,769614.5509999639,99055.43749999999
AddmmBackward,7.656844828365436,2441.834076922906,318.90865384615387,31743.84299999778,4145.8125
ReluBackward1,8.42113373940087,1589.1878326586161,188.7142375168691,1177588.1840000346,139837.25
threshold_backward,8.51815431800566,1577.9399500674897,185.24434885290148,1169253.5030000098,137266.0625
zeros_like,8.885965408246017,981.7622215909364,110.48458737864078,518370.4530000144,56899.5625
conv2d,9.316092273694737,9072.196255060764,973.8199224021592,6722497.425000026,721600.5625
convolution,9.343807182061894,9067.69476383276,970.4496879217274,6719161.820000075,719103.21875
_convolution,9.369974577217102,9062.44720647767,967.1794871794872,6715273.379999952,716680.0
fill_,9.705152975685706,210.6574747113559,21.705734596777145,766371.8929999127,74168.4951171875
mm,9.789172242584913,1194.3260769234487,122.0048076923077,31052.478000009665,3172.125
max_pool2d,22.04885592133698,16127.824840236406,731.4585798816568,2725602.3979999525,123616.49999999999
max_pool2d_with_indices,22.140410321007703,16120.576863905315,728.1065088757397,2724377.4899999984,123050.0
add,42.16839498879117,687.1454845268843,16.295272435897434,777161.5429999061,12710.312499999998
