operator,speedup,cpu_avg_dur,gpu_avg_dur,cpu_tol_dur,gpu_tol_dur
flatten,1.2627903256470268,31.879384615252583,25.245192307692307,414.4319999982836,328.1875
ones_like,1.2826325660881104,21.69992307723106,16.91826923076923,282.09900000400376,219.9375
div_,1.2842057004492327,41.27355028902863,32.1393607539591,35701.62100000976,26129.30029296875
ViewBackward,1.7018830666842224,22.927692307821978,13.471955128205128,298.0600000016857,1050.8125
reshape,1.8230793232611673,21.62934615373916,11.864182692307692,562.3629999972181,1850.8125
adaptive_avg_pool2d,1.903077232704617,872.8536923077907,458.65384615384613,11347.098000001279,5962.5
_adaptive_avg_pool2d,1.9031239037174392,865.9030769231299,454.99038461538464,11256.74000000069,5914.875
LogSoftmaxBackward,2.308065603642909,97.42699999992664,42.21153846153846,1266.5509999990463,548.75
_log_softmax_backward_data,2.353153479021184,90.07599999983974,38.27884615384615,1170.9879999979166,497.625
_adaptive_avg_pool2d_backward,2.373673851504232,1076.3583846155177,453.4567307692308,13992.65900000173,5894.9375
AdaptiveAvgPool2DBackward,2.3738933383785312,1085.8507692308183,457.41346153846155,14116.060000000638,5946.375
relu_,2.502059321428821,433.2515054944996,173.15796703296704,39425.886999999464,15757.375
div,2.574699068126177,315.3424436826531,122.47739846045543,321964.6349999888,125049.423828125
threshold_,2.724252800254978,398.397648351574,146.24107142857142,36254.185999993235,13307.937499999998
max_pool2d_with_indices_backward,3.729320426495698,4697.150794871841,1259.5192307692307,183188.8810000018,49121.25
MaxPool2DWithIndicesBackward,3.7293595426519426,4711.729025641113,1263.4150641025642,183757.43200000343,49273.18750000001
addcmul_,4.935624715917544,949.483389423081,192.37349759615384,197492.54500000086,40013.6875
addcmul_out,5.110427547786398,943.7890913461821,184.67908653846155,196308.13100000587,38413.25
conv2d,5.251345297336896,31306.031323076815,5961.525961538461,2034892.035999993,387499.1875
convolution,5.254784824438199,31300.537599999974,5956.578365384616,2034534.9439999983,387177.59375
_convolution,5.2578594694915415,31293.733046153862,5951.800961538462,2034092.648000001,386867.0625
dropout,5.412220782831758,654.8006538459673,120.98557692307692,17024.81699999515,3145.625
add_,5.913712706932598,1031.4474950657514,174.41623328380388,627120.0769999768,117382.12500000001
addcdiv_,6.233103510000232,1565.3087211539196,251.12830528846155,325584.2140000153,52234.6875
addcdiv_out,6.399200475860235,1558.1168653846207,243.4861778846154,324088.3080000011,50645.125
log_softmax,7.680478883806457,492.25223076934566,64.09134615384616,6399.279000001494,833.1875000000001
_log_softmax,8.025053203389833,482.96930769247075,60.18269230769231,6278.60100000212,782.375
fill_,8.169092294570362,237.21990049757554,29.038709803198728,286087.2000000761,32000.658203124996
mul_,8.264966367638756,1095.0322980768547,132.49083533653845,455533.4359999715,55116.1875
ReluBackward1,8.795356189377156,1989.7983186812419,226.23282967032966,181071.646999993,20587.1875
threshold_backward,8.894386995967372,1978.255835164891,222.4162087912088,180021.28100000508,20239.875
zero_,9.008810510812213,835.1591671554227,92.70471014492753,284789.27599999914,25586.5
NllLossBackward,9.335755916731392,157.40623076912016,16.860576923076923,2046.280999998562,219.1875
torch::autograd::AccumulateGrad,10.395758610811363,1864.536158653921,179.35546875,387823.52100001555,37305.9375
zeros_like,10.944776999609958,1185.0245567010727,108.27306547619048,114947.38200000406,9094.9375
nll_loss_backward,11.062796616395877,144.61415384605957,13.072115384615385,1879.9839999987744,169.9375
addmm,11.989304545205124,11554.288769230783,963.7163461538462,450617.26200000057,37584.9375
sqrt,13.211081856419186,1886.624264423055,142.80618990384616,392417.8469999954,29703.6875
sqrt_out,14.302639758153227,1876.5338413461611,131.20192307692307,390319.0390000015,27289.999999999996
AddmmBackward,14.40383625252987,21236.47141025639,1474.3621794871794,828222.3849999992,57500.125
mm,14.879111699017132,10581.32558974358,711.1530448717949,825343.3959999991,55469.9375
max_pool2d,15.063280867684867,5426.208974358878,360.2275641025641,211622.14999999624,14048.875
max_pool2d_with_indices,15.206054820271275,5418.692256410227,356.35096153846155,211328.99799999886,13897.6875
