operator, speedup, cpu_tol_time, gpu_tol_time, cpu_avg_time, gpu_avg_time
item, 0.05121881672392731, 185.19700001129513, 3615.800048828125, 13.228357143663938, 258.2714320591518
detach_, 0.09222784485450602, 2992.513999874005, 32446.96875, 0.874748319168081, 9.48464447529962
is_nonzero, 0.12772961423331378, 2782.511000055383, 21784.38427734375, 3.4225227552956743, 26.79506061173893
to, 0.14141027597126077, 36585.30899976347, 258717.47119140625, 14.764047215400915, 104.40575915714538
unsqueeze, 0.1462665596353056, 13991.490000191756, 95657.4765625, 4.251440291762916, 29.066386071862656
is_complex, 0.21294135023308788, 8918.828000949492, 41883.96472167969, 0.5270863424708642, 2.475265334299373
any, 0.2150454367841434, 9565.296000054139, 44480.3486328125, 11.765431734383935, 54.7113759321187
slice, 0.2460324177913307, 7905.79499999568, 32133.1435546875, 4.7482252252226305, 19.29918531813063
set_, 0.24810714794297928, 4025.6320001395907, 16225.376953125, 4.951576875940456, 19.957413226476014
permute, 0.2736207272342767, 4979.748000140242, 18199.45458984375, 6.125151291685414, 22.385553001037824
eq, 0.2743972626286757, 21827.180000181637, 79545.91015625023, 26.847699877222187, 97.84244791666696
empty, 0.3215819800647463, 5737.412999935605, 17841.214233398438, 2.33893721970469, 7.273222272074373
view, 0.39922825691113245, 5005.377999898262, 12340.31103515625, 6.0597796608937795, 15.178734360585793
torch::autograd::GraphRoot, 0.40709359633731723, 10.330000007059425, 25.375, 0.7946153851584173, 1.9519230769230769
size, 0.41832085600232377, 39.11300003621727, 187.0, 1.002897436826084, 2.3974358974358974
select, 0.5531084383116829, 365.01700000831624, 659.9375, 9.359410256623493, 16.921474358974358
TBackward, 0.5561883408960473, 124.03000001981854, 223.0, 9.540769232293734, 17.153846153846153
stack, 0.6476697792384573, 120204.13099999726, 185594.78125, 9246.471615384404, 14276.521634615385
addcmul_, 0.6637410570429957, 54987.29600019846, 82844.5, 14.893633802870657, 22.43892199349946
clone, 0.7031955165217705, 47481.88699988724, 67523.02294921875, 58.40330504291173, 83.05414876902675
sub_, 0.7168701147109765, 17110.279000181145, 23868.0322265625, 21.045853628759094, 29.35797321840406
ViewBackward, 0.7529061288913153, 363.9360000528395, 483.375, 9.331692309047167, 12.39423076923077
zeros_like, 0.7565281357715483, 17529.60799997952, 23171.125, 30.8619859154569, 40.794234154929576
CatBackward, 0.7768793723725888, 8961.692000003997, 11535.5, 45.95739487181537, 59.156410256410254
contiguous, 0.874806247902666, 131800.67999977537, 150662.7099609375, 162.11645756429934, 185.31698642181735
random_, 0.889809328884182, 27.27800000000002, 30.656005859375, 27.27800000000002, 30.656005859375
flatten, 1.0345848154854769, 636.2049999726005, 614.9375, 24.46942307586925, 23.651442307692307
nll_loss, 1.0858606964915027, 654.7739999843761, 603.0, 50.36723076802893, 46.38461538461539
zero_, 1.1157069393447854, 94518.50800026767, 84716.25, 27.73430399068887, 24.858054577464788
div_, 1.137360546973003, 34032.58099980329, 29922.4208984375, 41.860493234690395, 36.80494575453567
ones_like, 1.1605997170694435, 205.13599999202415, 176.75, 15.779692307078781, 13.596153846153847
t, 1.3189823276543766, 517.7829999998212, 392.5625, 19.91473076922389, 15.098557692307692
sqrt, 1.667343367126702, 226382.7119999444, 135774.5, 61.31709425783976, 36.77532502708559
is_floating_point, 1.731405870656173, 39.65600001285975, 22.9039306640625, 2.832571429489982, 1.6359950474330358
addcdiv_, 2.17482421123606, 194008.45599962957, 89206.5, 52.548335861221446, 24.162107258938246
LogSoftmaxBackward, 2.269042075438868, 1301.012000004761, 573.375, 100.07784615421238, 44.10576923076923
adaptive_avg_pool2d, 2.4472475604412978, 11881.080999997444, 4854.875, 456.96465384605557, 186.72596153846155
add_, 2.512116120135102, 314381.9119994575, 125146.25, 42.57609859147583, 16.948300379198265
mul_, 3.1882224306439926, 395176.1850002846, 123948.75, 53.5179015439172, 16.78612540628386
dropout, 3.376815517757658, 7072.3180000036955, 2094.375, 544.0244615387458, 161.10576923076923
relu_, 3.546845267573257, 976463.1280001095, 275304.6875, 782.4223782052159, 220.59670472756412
AvgPool2DBackward, 4.908688612284151, 1704031.616999994, 347146.0, 14564.372794871744, 2967.059829059829
MaxPool2DWithIndicesBackward, 5.071911112571183, 1621129.8770000148, 319629.0, 31175.57455769259, 6146.711538461538
cat, 5.294659500604222, 744270.2859999356, 140570.0, 3578.222528845844, 675.8173076923077
torch::autograd::AccumulateGrad, 5.343506725094505, 307594.95700002136, 57564.25, 83.31391034670135, 15.591617009750813
NllLossBackward, 5.452419801926849, 2065.103999979794, 378.75, 158.85415384459955, 29.134615384615383
batch_norm, 5.86483605280467, 3753015.9899999257, 639918.3125, 3007.224350961479, 512.7550580929487
log_softmax, 6.600917392821626, 4734.508000001311, 717.25, 364.1929230770239, 55.17307692307692
mul, 6.890895291348101, 59457.44399996352, 8628.40625, 1524.5498461529107, 221.24118589743588
avg_pool2d, 7.494841511599608, 1360895.0530000723, 181577.5625, 10468.42348461594, 1396.7504807692308

NativeBatchNormBackward / CudnnBatchNormBackward, 8.4464626, 6583006.120999806, 779380.25, 5387.075385433556, 637.7907119476268
MkldnnConvolutionBackward / CudnnConvolutionBackward, 8.57564439, 4.443684317099974E7, 5181749.75, 36364.02878150552, 4240.384410801964

ReluBackward1, 8.82423224619724, 3274347.1929997173, 371063.125, 2679.4985212763645, 303.6523117839607
div, 9.063037941011165, 1869255.7129998002, 206250.45654296875, 414.9291260820866, 45.78256527035932
addmm, 10.145392771288105, 45104.514000002295, 4445.8125, 1734.7890000000882, 170.99278846153845
